年,月,日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
2033,3,8,2033-03-08,火曜日,Tuesday,Tue,False,False,,仏滅,True,甲寅,甲,寅,木,木,陽,虎,建禄,False,,,,調査中,直感力が冴える,朱色,ルイボスティー,67,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,天秤座,愚者 - 新しい始まり,心の平安が真の豊かさ,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
2033,3,9,2033-03-09,水曜日,Wednesday,Wed,False,False,,大安,False,乙卯,乙,卯,木,木,陰,兎,帝旺,False,,,,調査中,隠れた才能開花,空色,ローズヒップティー,68,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,蠍座,魔術師 - 創造力,変化は成長の扉,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
2033,3,10,2033-03-10,木曜日,Thursday,Thu,False,False,,赤口,False,丙辰,丙,辰,火,土,陽,龍,衰,True,辰巳,財運・社会,,調査中,人生の転機到来,若草色,白茶,69,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,射手座,女教皇 - 直感,感謝の心が幸福を呼ぶ,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
2033,3,11,2033-03-11,金曜日,Friday,Fri,False,False,,先勝,False,丁巳,丁,巳,火,火,陰,蛇,病,True,辰巳,財運・社会,,調査中,幸運の風が吹く,黄金色,烏龍茶,70,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,山羊座,女帝 - 豊穣,愛は最も強いエネルギー,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
2033,3,12,2033-03-12,土曜日,Saturday,Sat,True,False,,友引,False,戊午,戊,午,土,火,陽,馬,死,False,,,,調査中,魂の成長期間,鋼青色,玄米茶,71,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,水瓶座,皇帝 - 安定,困難は成長のギフト,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
2033,3,13,2033-03-13,日曜日,Sunday,Sun,True,False,,先負,True,己未,己,未,土,土,陰,羊,墓,False,,,,調査中,エネルギー充電日,深紅色,抹茶,72,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,魚座,教皇 - 叡智,今この瞬間が全て,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
2033,3,14,2033-03-14,月曜日,Monday,Mon,False,False,,仏滅,False,庚申,庚,申,金,金,陽,猿,絶,False,,,,調査中,新次元への扉,金色,柚子茶,73,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,牡羊座,恋人 - 選択,笑顔は心の太陽,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
2033,3,15,2033-03-15,火曜日,Tuesday,Tue,False,False,,大安,False,辛酉,辛,酉,金,金,陰,鶏,胎,False,,,,調査中,守護霊のささやき,朱色,生姜茶,74,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,牡牛座,戦車 - 意志力,優しさは伝染する,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
2033,3,16,2033-03-16,水曜日,Wednesday,Wed,False,False,,赤口,True,壬戌,壬,戌,水,土,陽,犬,養,False,,,,調査中,願いが叶う予感,空色,黒豆茶,75,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,双子座,力 - 内なる強さ,夢は現実の種,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
2033,3,17,2033-03-17,木曜日,Thursday,Thu,False,False,,先勝,False,癸亥,癸,亥,水,水,陰,猪,長生,False,,,,調査中,心のデトックス,若草色,アールグレイ,76,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,蟹座,隠者 - 内省,勇気は恐れを超越する,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
2033,3,18,2033-03-18,金曜日,Friday,Fri,False,False,,友引,False,甲子,甲,子,木,水,陽,鼠,建禄,False,,,,調査中,創造力爆発,黄金色,カモミールティー,77,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,獅子座,運命の輪 - 転機,知恵は経験から生まれる,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
2033,3,19,2033-03-19,土曜日,Saturday,Sat,True,False,,先負,False,乙丑,乙,丑,木,土,陰,牛,帝旺,False,,,,調査中,人との縁を結ぶ,鋼青色,ペパーミントティー,78,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,乙女座,正義 - バランス,調和は美の根源,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
2033,3,20,2033-03-20,日曜日,Sunday,Sun,True,True,春分の日,仏滅,True,丙寅,丙,寅,火,木,陽,虎,衰,True,寅卯,親・目上,,調査中,未来への種まき,深紅色,緑茶,79,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,天秤座,吊られた男 - 犠牲,希望は明日への光,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
2033,3,21,2033-03-21,月曜日,Monday,Mon,False,False,,大安,False,丁卯,丁,卯,火,木,陰,兎,病,True,寅卯,親・目上,,調査中,宝物発見の予感,金色,ほうじ茶,80,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,蠍座,死神 - 変容,慈悲は魂の栄養,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
2033,3,22,2033-03-22,火曜日,Tuesday,Tue,False,False,,赤口,False,戊辰,戊,辰,土,土,陽,龍,死,False,,,,調査中,内なる光が輝く,朱色,ジャスミンティー,81,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,射手座,節制 - 調和,一歩一歩が大切な旅路,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
2033,3,23,2033-03-23,水曜日,Wednesday,Wed,False,False,,先勝,False,己巳,己,巳,土,火,陰,蛇,墓,False,,,,調査中,調和のメロディ,空色,ルイボスティー,82,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,山羊座,悪魔 - 誘惑,今日という日は二度と来ない,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
2033,3,24,2033-03-24,木曜日,Thursday,Thu,False,False,,友引,False,庚午,庚,午,金,火,陽,馬,絶,False,,,,調査中,自然の叡智授受,若草色,ローズヒップティー,83,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,水瓶座,塔 - 変革,心の平安が真の豊かさ,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
2033,3,25,2033-03-25,金曜日,Friday,Fri,False,False,,先負,True,辛未,辛,未,金,土,陰,羊,胎,False,,,,調査中,知恵の泉湧出,黄金色,白茶,84,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,魚座,星 - 希望,変化は成長の扉,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
2033,3,26,2033-03-26,土曜日,Saturday,Sat,True,False,,仏滅,False,壬申,壬,申,水,金,陽,猿,養,False,,,,調査中,至福の時間軸,鋼青色,烏龍茶,85,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,牡羊座,月 - 幻想,感謝の心が幸福を呼ぶ,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
2033,3,27,2033-03-27,日曜日,Sunday,Sun,True,False,,大安,False,癸酉,癸,酉,水,金,陰,鶏,長生,False,,,,調査中,運気上昇の兆し,深紅色,玄米茶,86,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,牡牛座,太陽 - 成功,愛は最も強いエネルギー,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
2033,3,28,2033-03-28,月曜日,Monday,Mon,False,False,,赤口,True,甲戌,甲,戌,木,土,陽,犬,建禄,True,戌亥,家庭・不動産,,調査中,心の扉が開放,金色,抹茶,87,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,双子座,審判 - 再生,困難は成長のギフト,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
2033,3,29,2033-03-29,火曜日,Tuesday,Tue,False,False,,先勝,False,乙亥,乙,亥,木,水,陰,猪,帝旺,True,戌亥,家庭・不動産,,調査中,宇宙との同調,朱色,柚子茶,88,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,蟹座,世界 - 完成,今この瞬間が全て,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
2033,3,30,2033-03-30,水曜日,Wednesday,Wed,False,False,,友引,False,丙子,丙,子,火,水,陽,鼠,衰,False,,,,調査中,愛のバイブレーション,空色,生姜茶,89,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,獅子座,愚者 - 新しい始まり,笑顔は心の太陽,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
2033,3,31,2033-03-31,木曜日,Thursday,Thu,False,False,,先負,False,丁丑,丁,丑,火,土,陰,牛,病,False,,,,調査中,豊かさの波動,若草色,黒豆茶,90,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,乙女座,魔術師 - 創造力,優しさは伝染する,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
2033,4,1,2033-04-01,金曜日,Friday,Fri,False,False,,仏滅,False,戊寅,戊,寅,土,木,陽,虎,墓,False,,,,調査中,運命の扉が開く日,黄金色,アールグレイ,91,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,天秤座,女教皇 - 直感,夢は現実の種,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
2033,4,2,2033-04-02,土曜日,Saturday,Sat,True,False,,大安,True,己卯,己,卯,土,木,陰,兎,絶,False,,,,調査中,宇宙からのメッセージ,鋼青色,カモミールティー,92,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,蠍座,女帝 - 豊穣,勇気は恐れを超越する,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
2033,4,3,2033-04-03,日曜日,Sunday,Sun,True,False,,赤口,False,庚辰,庚,辰,金,土,陽,龍,胎,False,,,,調査中,奇跡を呼ぶ波動,深紅色,ペパーミントティー,93,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,射手座,皇帝 - 安定,知恵は経験から生まれる,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
2033,4,4,2033-04-04,月曜日,Monday,Mon,False,False,,先勝,False,辛巳,辛,巳,金,火,陰,蛇,養,False,,,,調査中,龍神様のご加護,金色,緑茶,94,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,山羊座,教皇 - 叡智,調和は美の根源,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
2033,4,5,2033-04-05,火曜日,Tuesday,Tue,False,False,,友引,True,壬午,壬,午,水,火,陽,馬,長生,False,,,,調査中,金運上昇のサイン,朱色,ほうじ茶,95,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,水瓶座,恋人 - 選択,希望は明日への光,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
2033,4,6,2033-04-06,水曜日,Wednesday,Wed,False,False,,先負,False,癸未,癸,未,水,土,陰,羊,沐浴,False,,,,調査中,恋愛運絶好調,空色,ジャスミンティー,96,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,魚座,戦車 - 意志力,慈悲は魂の栄養,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
2033,4,7,2033-04-07,木曜日,Thursday,Thu,False,False,,仏滅,False,甲申,甲,申,木,金,陽,猿,帝旺,True,申酉,友人・兄弟,,調査中,直感力が冴える,若草色,ルイボスティー,97,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,牡羊座,力 - 内なる強さ,一歩一歩が大切な旅路,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
2033,4,8,2033-04-08,金曜日,Friday,Fri,False,False,,大安,False,乙酉,乙,酉,木,金,陰,鶏,衰,True,申酉,友人・兄弟,,調査中,隠れた才能開花,黄金色,ローズヒップティー,98,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,牡牛座,隠者 - 内省,今日という日は二度と来ない,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
2033,4,9,2033-04-09,土曜日,Saturday,Sat,True,False,,赤口,True,丙戌,丙,戌,火,土,陽,犬,病,False,,,,調査中,人生の転機到来,鋼青色,白茶,99,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,双子座,運命の輪 - 転機,心の平安が真の豊かさ,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
2033,4,10,2033-04-10,日曜日,Sunday,Sun,True,False,,先勝,False,丁亥,丁,亥,火,水,陰,猪,死,False,,,,調査中,幸運の風が吹く,深紅色,烏龍茶,1,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,蟹座,正義 - バランス,変化は成長の扉,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
2033,4,11,2033-04-11,月曜日,Monday,Mon,False,False,,友引,False,戊子,戊,子,土,水,陽,鼠,墓,False,,,,調査中,魂の成長期間,金色,玄米茶,2,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,獅子座,吊られた男 - 犠牲,感謝の心が幸福を呼ぶ,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
2033,4,12,2033-04-12,火曜日,Tuesday,Tue,False,False,,先負,False,己丑,己,丑,土,土,陰,牛,絶,False,,,,調査中,エネルギー充電日,朱色,抹茶,3,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,乙女座,死神 - 変容,愛は最も強いエネルギー,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
2033,4,13,2033-04-13,水曜日,Wednesday,Wed,False,False,,仏滅,False,庚寅,庚,寅,金,木,陽,虎,胎,False,,,,調査中,新次元への扉,空色,柚子茶,4,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,天秤座,節制 - 調和,困難は成長のギフト,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
2033,4,14,2033-04-14,木曜日,Thursday,Thu,False,False,,大安,False,辛卯,辛,卯,金,木,陰,兎,養,False,,,,調査中,守護霊のささやき,若草色,生姜茶,5,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,蠍座,悪魔 - 誘惑,今この瞬間が全て,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
2033,4,15,2033-04-15,金曜日,Friday,Fri,False,False,,赤口,False,壬辰,壬,辰,水,土,陽,龍,長生,False,,,,調査中,願いが叶う予感,黄金色,黒豆茶,6,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,射手座,塔 - 変革,笑顔は心の太陽,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
2033,4,16,2033-04-16,土曜日,Saturday,Sat,True,False,,先勝,False,癸巳,癸,巳,水,火,陰,蛇,沐浴,False,,,,調査中,心のデトックス,鋼青色,アールグレイ,7,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,山羊座,星 - 希望,優しさは伝染する,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
2033,4,17,2033-04-17,日曜日,Sunday,Sun,True,False,,友引,True,甲午,甲,午,木,火,陽,馬,帝旺,True,午未,配偶者・恋愛,,調査中,創造力爆発,深紅色,カモミールティー,8,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,水瓶座,月 - 幻想,夢は現実の種,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
2033,4,18,2033-04-18,月曜日,Monday,Mon,False,False,,先負,False,乙未,乙,未,木,土,陰,羊,衰,True,午未,配偶者・恋愛,,調査中,人との縁を結ぶ,金色,ペパーミントティー,9,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,魚座,太陽 - 成功,勇気は恐れを超越する,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
2033,4,19,2033-04-19,火曜日,Tuesday,Tue,False,False,,仏滅,False,丙申,丙,申,火,金,陽,猿,病,False,,,,調査中,未来への種まき,朱色,緑茶,10,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,牡羊座,審判 - 再生,知恵は経験から生まれる,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
2033,4,20,2033-04-20,水曜日,Wednesday,Wed,False,False,,大安,True,丁酉,丁,酉,火,金,陰,鶏,死,False,,,,調査中,宝物発見の予感,空色,ほうじ茶,11,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,牡牛座,世界 - 完成,調和は美の根源,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
2033,4,21,2033-04-21,木曜日,Thursday,Thu,False,False,,赤口,False,戊戌,戊,戌,土,土,陽,犬,墓,False,,,,調査中,内なる光が輝く,若草色,ジャスミンティー,12,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,双子座,愚者 - 新しい始まり,希望は明日への光,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
2033,4,22,2033-04-22,金曜日,Friday,Fri,False,False,,先勝,False,己亥,己,亥,土,水,陰,猪,絶,False,,,,調査中,調和のメロディ,黄金色,ルイボスティー,13,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,蟹座,魔術師 - 創造力,慈悲は魂の栄養,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
2033,4,23,2033-04-23,土曜日,Saturday,Sat,True,False,,友引,False,庚子,庚,子,金,水,陽,鼠,胎,False,,,,調査中,自然の叡智授受,鋼青色,ローズヒップティー,14,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,獅子座,女教皇 - 直感,一歩一歩が大切な旅路,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
2033,4,24,2033-04-24,日曜日,Sunday,Sun,True,False,,先負,False,辛丑,辛,丑,金,土,陰,牛,養,False,,,,調査中,知恵の泉湧出,深紅色,白茶,15,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,乙女座,女帝 - 豊穣,今日という日は二度と来ない,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
2033,4,25,2033-04-25,月曜日,Monday,Mon,False,False,,仏滅,False,壬寅,壬,寅,水,木,陽,虎,長生,False,,,,調査中,至福の時間軸,金色,烏龍茶,16,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,天秤座,皇帝 - 安定,心の平安が真の豊かさ,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
2033,4,26,2033-04-26,火曜日,Tuesday,Tue,False,False,,大安,False,癸卯,癸,卯,水,木,陰,兎,沐浴,False,,,,調査中,運気上昇の兆し,朱色,玄米茶,17,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,蠍座,教皇 - 叡智,変化は成長の扉,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
2033,4,27,2033-04-27,水曜日,Wednesday,Wed,False,False,,赤口,False,甲辰,甲,辰,木,土,陽,龍,帝旺,False,,,,調査中,心の扉が開放,空色,抹茶,18,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,射手座,恋人 - 選択,感謝の心が幸福を呼ぶ,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
2033,4,28,2033-04-28,木曜日,Thursday,Thu,False,False,,先勝,False,乙巳,乙,巳,木,火,陰,蛇,衰,False,,,,調査中,宇宙との同調,若草色,柚子茶,19,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,山羊座,戦車 - 意志力,愛は最も強いエネルギー,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
2033,4,29,2033-04-29,金曜日,Friday,Fri,False,True,昭和の日,友引,True,丙午,丙,午,火,火,陽,馬,病,False,,,,調査中,愛のバイブレーション,黄金色,生姜茶,20,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,水瓶座,力 - 内なる強さ,困難は成長のギフト,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
2033,4,30,2033-04-30,土曜日,Saturday,Sat,True,False,,先負,False,丁未,丁,未,火,土,陰,羊,死,False,,,,調査中,豊かさの波動,鋼青色,黒豆茶,21,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,魚座,隠者 - 内省,今この瞬間が全て,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
2033,5,1,2033-05-01,日曜日,Sunday,Sun,True,False,,大安,False,戊申,戊,申,土,金,陽,猿,絶,False,,,,調査中,運命の扉が開く日,深紅色,アールグレイ,22,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,牡羊座,運命の輪 - 転機,笑顔は心の太陽,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
2033,5,2,2033-05-02,月曜日,Monday,Mon,False,False,,赤口,True,己酉,己,酉,土,金,陰,鶏,胎,False,,,,調査中,宇宙からのメッセージ,金色,カモミールティー,23,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,牡牛座,正義 - バランス,優しさは伝染する,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
2033,5,3,2033-05-03,火曜日,Tuesday,Tue,False,True,憲法記念日,先勝,False,庚戌,庚,戌,金,土,陽,犬,養,False,,,,調査中,奇跡を呼ぶ波動,朱色,ペパーミントティー,24,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,双子座,吊られた男 - 犠牲,夢は現実の種,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
2033,5,4,2033-05-04,水曜日,Wednesday,Wed,False,True,みどりの日,友引,False,辛亥,辛,亥,金,水,陰,猪,長生,False,,,,調査中,龍神様のご加護,空色,緑茶,25,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,蟹座,死神 - 変容,勇気は恐れを超越する,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
2033,5,5,2033-05-05,木曜日,Thursday,Thu,False,True,こどもの日,先負,False,壬子,壬,子,水,水,陽,鼠,沐浴,False,,,,調査中,金運上昇のサイン,若草色,ほうじ茶,26,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,獅子座,節制 - 調和,知恵は経験から生まれる,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
2033,5,6,2033-05-06,金曜日,Friday,Fri,False,False,,仏滅,False,癸丑,癸,丑,水,土,陰,牛,冠帯,False,,,,調査中,恋愛運絶好調,黄金色,ジャスミンティー,27,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,乙女座,悪魔 - 誘惑,調和は美の根源,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
2033,5,7,2033-05-07,土曜日,Saturday,Sat,True,False,,大安,True,甲寅,甲,寅,木,木,陽,虎,衰,False,,,,調査中,直感力が冴える,鋼青色,ルイボスティー,28,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,天秤座,塔 - 変革,希望は明日への光,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
2033,5,8,2033-05-08,日曜日,Sunday,Sun,True,False,,赤口,False,乙卯,乙,卯,木,木,陰,兎,病,False,,,,調査中,隠れた才能開花,深紅色,ローズヒップティー,29,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,蠍座,星 - 希望,慈悲は魂の栄養,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
2033,5,9,2033-05-09,月曜日,Monday,Mon,False,False,,先勝,False,丙辰,丙,辰,火,土,陽,龍,死,True,辰巳,財運・社会,,調査中,人生の転機到来,金色,白茶,30,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,射手座,月 - 幻想,一歩一歩が大切な旅路,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
2033,5,10,2033-05-10,火曜日,Tuesday,Tue,False,False,,友引,False,丁巳,丁,巳,火,火,陰,蛇,墓,True,辰巳,財運・社会,,調査中,幸運の風が吹く,朱色,烏龍茶,31,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,山羊座,太陽 - 成功,今日という日は二度と来ない,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
2033,5,11,2033-05-11,水曜日,Wednesday,Wed,False,False,,先負,False,戊午,戊,午,土,火,陽,馬,絶,False,,,,調査中,魂の成長期間,空色,玄米茶,32,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,水瓶座,審判 - 再生,心の平安が真の豊かさ,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
2033,5,12,2033-05-12,木曜日,Thursday,Thu,False,False,,仏滅,False,己未,己,未,土,土,陰,羊,胎,False,,,,調査中,エネルギー充電日,若草色,抹茶,33,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,魚座,世界 - 完成,変化は成長の扉,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
2033,5,13,2033-05-13,金曜日,Friday,Fri,False,False,,大安,False,庚申,庚,申,金,金,陽,猿,養,False,,,,調査中,新次元への扉,黄金色,柚子茶,34,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,牡羊座,愚者 - 新しい始まり,感謝の心が幸福を呼ぶ,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
2033,5,14,2033-05-14,土曜日,Saturday,Sat,True,False,,赤口,True,辛酉,辛,酉,金,金,陰,鶏,長生,False,,,,調査中,守護霊のささやき,鋼青色,生姜茶,35,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,牡牛座,魔術師 - 創造力,愛は最も強いエネルギー,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
